institution_name,ETER_ID,reference_year,country_code,missing_perc,zero_value,c_value,s_value,nc_value,cons_perc
Institut national supérieur des sciences agronomiques. de l'alimentation et de l'environnement,FR0020,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de mécanique et des microtechniques,FR0021,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Université de Franche-Comté,FR0022,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale d'ingénieurs de Brest,FR0023,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École Navale,FR0024,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de techniques avancées Bretagne,FR0025,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université de Bretagne Occidentale,FR0026,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut supérieur de l'électronique et du numérique Brest,FR0028,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École des mines d'Alès,FR0029,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Nîmes,FR0030,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Institut supérieur des Arts de Toulouse,FR0031,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'architecture de Toulouse,FR0032,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Institut national des sciences appliquées de Toulouse,FR0033,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École d'ingénieurs de Purpan,FR0034,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut catholique de Toulouse,FR0035,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École nationale de l'aviation civile,FR0036,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut national polytechnique de Toulouse,FR0037,2017,FR,0.5,0.0,0.0,1.0,0.0,0.2
Université Toulouse 1 - Capitole,FR0038,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université Toulouse - Jean Jaurès,FR0039,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université de Toulouse 3 - Paul Sabatier,FR0040,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut supérieur de l'aéronautique et de l'espace,FR0041,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture et de paysage de Bordeaux,FR0042,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure des sciences agronomiques de Bordeaux Aquitaine,FR0043,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université Bordeaux Montaigne,FR0046,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École des beaux-arts de Bordeaux,FR0047,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale de la magistrature,FR0048,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Institut polytechnique de Bordeaux,FR0050,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École nationale supérieure de chimie de Montpellier,FR0051,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d’architecture de Montpellier,FR0052,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université Montpellier 3 - Paul-Valéry,FR0055,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Institut national d'études supérieures agronomiques de Montpellier,FR0056,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de chimie de Rennes,FR0057,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Bretagne,FR0058,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École régionale des beaux-arts de Rennes,FR0059,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École des hautes études en santé publique,FR0060,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Institut national des sciences appliquées de Rennes,FR0061,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Rennes 1,FR0062,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université Rennes 2,FR0063,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
ECAM Rennes Louis de Broglie,FR0064,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut catholique de Rennes,FR0065,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
École des métiers de l'environnement,FR0066,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École des Avocats du Grand Ouest,FR0067,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale de la statistique et de l'analyse de l'information,FR0068,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut supérieur des sciences agronomiques. agroalimentaires. horticoles et du paysage,FR0069,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université de Tours,FR0070,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Grenoble,FR0071,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure d'art de Grenoble,FR0072,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Grenoble INP,FR0076,2017,FR,0.5,2.0,0.0,0.0,0.0,0.2
Communauté Université Grenoble-Alpes ,FR0077,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École supérieure d'art et design Saint-Étienne,FR0079,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale d'ingénieurs de Saint-Étienne,FR0080,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Telecom Saint-Étienne,FR0081,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université Jean Monnet,FR0082,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Saint-Étienne,FR0083,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Ecole centrale de Nantes,FR0084,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Nantes,FR0085,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure des beaux-arts de Nantes Métropole,FR0086,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université de Nantes,FR0087,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut régional d'administration de Nantes,FR0088,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
École supérieure du bois,FR0091,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université d'Orléans,FR0092,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École supérieure d'art et de design d'Orléans,FR0093,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale d'administration pénitentiaire,FR0094,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École régionale des beaux-arts d'Angers,FR0095,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure d'agriculture d'Angers,FR0096,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École supérieure d'électronique de l'Ouest,FR0097,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université catholique de l'Ouest,FR0098,2017,FR,0.7,1.0,0.0,0.0,0.0,0.2
Université d'Angers,FR0099,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École supérieure angevine en informatique et productique,FR0100,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École supérieure d'art et de design de Reims,FR0101,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université de Reims Champagne-Ardenne,FR0102,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Nancy,FR0103,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'art de Nancy,FR0104,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université de Lorraine,FR0105,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École spéciale militaire de Saint-Cyr,FR0106,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École militaire interarmes,FR0107,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université de Bretagne-Sud,FR0108,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut régional d'administration de Metz,FR0110,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
École supérieure d'ingénieurs des travaux de la construction de Metz,FR0111,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de chimie de Lille,FR0112,2017,FR,0.4,0.0,0.0,1.0,0.0,0.2
École nationale supérieure d'architecture et de paysage de Lille,FR0113,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure des arts et industries textiles,FR0114,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École nationale supérieure des mines de Douai,FR0116,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Groupe Institut supérieur d'agriculture de Lille,FR0117,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut catholique de Lille,FR0118,2017,FR,0.7,0.0,0.0,0.0,0.0,0.2
Institut supérieur de l'électronique et du numérique Lille,FR0119,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Hautes études d'ingénieur,FR0120,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École centrale de Lille,FR0121,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Valenciennes et du Hainaut-Cambrésis,FR0122,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut régional d'administration de Lille,FR0126,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Université du Littoral Côte d'Opale,FR0127,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
IXAD École des avocats de la région Nord-Ouest,FR0128,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université de technologie de Compiègne,FR0130,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École supérieure de chimie organique et minérale,FR0131,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université d'Artois,FR0132,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Ecole nationale des finances publiques,FR0134,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'architecture de Clermont-Ferrand,FR0136,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
VetAgro Sup Lempdes,FR0138,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Pau et des Pays de l'Adour,FR0140,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École supérieure d’art des Pyrénées — Pau Tarbes,FR0141,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure des technologies industrielles avancées,FR0142,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale d'ingénieurs de Tarbes,FR0143,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Université de Perpignan - Via Domitia,FR0144,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Strasbourg,FR0145,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure des arts décoratifs de Strasbourg,FR0146,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale du génie de l'eau et de l'environnement de Strasbourg,FR0147,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut national des sciences appliquées de Strasbourg,FR0148,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Université de Strasbourg,FR0149,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université de Haute-Alsace,FR0150,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Lyon,FR0151,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure des beaux-arts de Lyon,FR0152,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École centrale de Lyon,FR0153,2017,FR,0.5,0.0,0.0,1.0,0.0,0.2
Institut national des sciences appliquées de Lyon,FR0154,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École catholique d'arts et métiers,FR0155,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université catholique de Lyon,FR0156,2017,FR,0.7,1.0,0.0,0.0,0.0,0.2
Université Claude Bernard - Lyon 1,FR0157,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université Lumière - Lyon 2,FR0158,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut régional d'administration de Lyon,FR0159,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Institut supérieur d'agriculture et d'agroalimentaire Rhône-Alpes,FR0160,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université Jean Moulin - Lyon 3,FR0161,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École nationale supérieure des sciences de l'information et des bibliothèques,FR0162,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École nationale des travaux publics de l'État,FR0163,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Conservatoire national supérieur musique et danse de Lyon,FR0164,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Institut textile et chimique,FR0165,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École supérieure chimie physique électronique de Lyon,FR0166,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École des avocats Rhône-Alpes,FR0167,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École normale supérieure de Lyon,FR0168,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Le Mans Université,FR0169,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université de Savoie Mont Blanc,FR0170,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École d'ingénieur de la ville de Paris,FR0171,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Faculté Libre de Droit. d’Economie et de Gestion,FR0172,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Université Paris-Dauphine,FR0173,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université Paris 1 - Panthéon Sorbonne,FR0174,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université Panthéon-Assas,FR0175,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université Sorbonne Nouvelle - Paris 3,FR0176,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université Paris Descartes,FR0178,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université Paris Diderot,FR0180,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Paris-Malaquais,FR0181,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'architecture de Paris-La Villette,FR0182,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'architecture de Paris-Belleville,FR0183,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Groupe ESPI École supérieure des professions immobilières,FR0184,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'arts et métiers,FR0185,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de chimie de Paris,FR0186,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Institut de physique du globe,FR0187,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École supérieure de physique et de chimie industrielles de la ville de Paris,FR0188,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut d'études politiques de Paris,FR0189,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École normale supérieure de Paris,FR0190,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut des sciences et industries du vivant et de l'environnement,FR0191,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École nationale supérieure des arts décoratifs,FR0192,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Conservatoire national des arts et métiers,FR0193,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale des Chartes,FR0194,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Collège de France,FR0195,2017,FR,0.4,0.0,0.0,0.0,0.0,0.0
École pratique des hautes études,FR0196,2017,FR,0.5,0.0,0.0,1.0,0.0,0.2
Institut national des langues et civilisations orientales,FR0197,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École du Louvre,FR0198,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure des mines de Paris,FR0199,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Muséum national d'histoire naturelle,FR0200,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Conservatoire national supérieur de musique et de danse de Paris,FR0201,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Observatoire de Paris,FR0202,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Télécom ParisTech,FR0203,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut Catholique de Paris,FR0204,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut supérieur d'électronique de Paris,FR0205,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École supérieure d'informatique. électronique. automatique,FR0206,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure des beaux-arts,FR0207,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École des hautes études en sciences sociales,FR0208,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École centrale d'électronique,FR0209,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d'architecture de Paris-Val de Seine,FR0210,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure de création industrielle,FR0211,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École de formation professionnelle des barreaux de la cour d'appel de Paris,FR0212,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Centre des études supérieures industrielles,FR0213,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut catholique d'arts et métiers,FR0214,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Pôle supérieur d’enseignement artistique Paris Boulogne-Billancourt,FR0215,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure d'architecture de Normandie,FR0216,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Institut national des sciences appliquées de Rouen,FR0217,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Rouen,FR0218,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École supérieure d'ingénieurs en génie électrique,FR0219,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université du Havre,FR0220,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École des officiers de la gendarmerie nationale,FR0222,2017,FR,0.6,0.0,7.0,0.0,0.0,0.0
Université Paris-Est Marne-la-Vallée,FR0223,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École nationale des ponts et chaussées,FR0224,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École d'architecture de la ville et des territoires à Marne-la-Vallée,FR0225,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
Université Paris-Est,FR0226,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d’architecture de Versailles,FR0227,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École des beaux-arts de Versailles,FR0228,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Université de Versailles Saint-Quentin-en-Yvelines,FR0229,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université d'Amiens,FR0230,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École Supérieure d'Ingénieurs en Électronique et Électrotechnique Amiens,FR0231,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure des mines d'Albi-Carmaux,FR0232,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut national universitaire Jean-François-Champollion,FR0233,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université de Toulon,FR0234,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut supérieur de l'électronique et du numérique Toulon,FR0235,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université d'Avignon et des Pays de Vaucluse,FR0236,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Institut catholique d'études supérieures,FR0237,2017,FR,0.5,0.0,7.0,0.0,0.0,0.2
École nationale supérieure de mécanique et d'aérotechnique de Poitiers,FR0238,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de Poitiers,FR0239,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université de Limoges,FR0240,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École nationale supérieure de céramique industrielle de Limoges,FR0241,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut d'ingénierie informatique de Limoges,FR0242,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université de technologie de Belfort-Montbéliard,FR0243,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Institut d'Optique Graduate School,FR0244,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université Paris-Sud,FR0245,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École polytechnique,FR0247,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Télécom SudParis,FR0248,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Université d'Évry-Val d'Essonne,FR0249,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Télécom École de Management,FR0250,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure d'informatique pour l'industrie et l'entreprise,FR0251,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École nationale supérieure de techniques avancées,FR0252,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
EPF - École d'ingénieurs,FR0253,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École nationale supérieure du pétrole et des moteurs,FR0254,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université Paris Nanterre,FR0255,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
École Nationale de la Statistique et de l’Administration Économique,FR0257,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École supérieure des techniques aéronautiques et de construction automobile,FR0258,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
École supérieure d'ingénieurs Léonard-de-Vinci,FR0259,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École nationale supérieure maritime,FR0260,2017,FR,0.7,0.0,0.0,0.0,0.0,0.0
Institut supérieur de mécanique de Paris,FR0261,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Université Paris 13 - Paris Nord,FR0262,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université Paris 8 - Vincennes - Saint-Denis,FR0263,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École Supérieure d'Ingénieurs en Électronique et Électrotechnique Paris,FR0264,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École normale supérieure Paris-Saclay,FR0265,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université Paris-Est Créteil Val-de-Marne,FR0266,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École d'ingénieur généraliste en informatique et technologies du numérique,FR0267,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
ESME Sudria,FR0268,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École supérieure d'ingénieurs des travaux de la construction de Cachan,FR0269,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
École pour l'informatique et les techniques avancées,FR0270,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut polytechnique des sciences avancées,FR0271,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École spéciale des travaux publics. du bâtiment et de l'industrie,FR0272,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École nationale supérieure de l'électronique et de ses applications de Cergy,FR0273,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
École internationale des sciences du traitement de l'information,FR0274,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Université de Cergy-Pontoise,FR0275,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
École d'ingénieur d'agro-développement international,FR0276,2017,FR,0.5,0.0,0.0,0.0,0.0,0.2
Institut libre d'éducation physique supérieur,FR0277,2017,FR,0.6,0.0,0.0,0.0,0.0,0.0
ECAM - EPMI Graduate School of Engineering,FR0278,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
École de biologie industrielle,FR0279,2017,FR,0.6,0.0,0.0,0.0,0.0,0.2
Institut régional d'administration de Bastia,FR0280,2017,FR,0.8,0.0,0.0,0.0,0.0,0.0
Université de Corse Pasquale Paoli,FR0281,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université des Antilles,FR0282,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université de La Réunion,FR0283,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
Université de la Nouvelle-Calédonie,FR0285,2017,FR,0.5,1.0,0.0,0.0,0.0,0.2
Université de la Polynésie Française,FR0286,2017,FR,0.5,2.0,0.0,0.0,0.0,0.2
Centre Universitaire de Mayotte,FR0287,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
Université de Bordeaux,FR0288,2017,FR,0.6,1.0,0.0,0.0,0.0,0.2
ESPE de l'académie d'Aix-Marseille,FR0289,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie d'Amiens,FR0290,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Bordeaux,FR0291,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Dijon,FR0292,2017,FR,0.4,2.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Rennes,FR0293,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Caen,FR0294,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie d'Orléans-Tours,FR0295,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Clermont-Ferrand,FR0296,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Corse,FR0297,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
ESPE de l'académie de Créteil,FR0298,2017,FR,0.4,0.0,0.0,0.0,0.0,0.2
